End Date,End Time,CO, PM10, M_DIR, M_SPED, M_T, NO, NO2, NOXasNO2, O3, PM25, SO2
22/03/2020,17:00:00,0.09987,18.15,126.1,4.2,7.2,2.05164,11.89084,15.03663,66.78011,11.722,3.96317
22/03/2020,18:00:00,0.097016,18.875,123.7,3.6,5.1,1.39884,15.50891,17.65377,64.21165,11.132,3.5008
22/03/2020,19:00:00,0.094163,18.175,125.9,3.1,3.6,0.99473,20.31595,21.84119,57.83988,10.92,3.96317
22/03/2020,20:00:00,0.114137,19.125,131.4,2.7,2.5,0.87039,21.45829,22.79287,54.43172,11.769,3.89711
22/03/2020,21:00:00,0.111284,19.575,136.8,2.8,1.7,0.90148,19.69759,21.07984,55.02444,12.123,2.77422
22/03/2020,22:00:00,0.159792,21.05,142,2.6,1.1,0.83931,21.93421,23.22113,50.03569,12.146,2.17974
22/03/2020,23:00:00,0.171206,22.8,137.7,1.9,0.1,1.11908,30.45109,32.16698,41.4906,12.783,2.51001
22/03/2020,24:00:00,0.168353,21.525,111.3,1.4,-0.9,1.21233,22.78978,24.64866,43.51574,12.995,1.78343
23/03/2020,1:00:00,0.179766,23.075,158.6,0.2,-1.8,1.28561,23.80165,25.77289,37.86841,13.962,1.33372
23/03/2020,2:00:00,0.145525,20.1,123.6,1.8,-2.2,1.24414,22.02432,23.93197,36.94639,12.83,0.52837
23/03/2020,3:00:00,0.162646,19.825,74.9,1.6,-2.7,2.17724,38.22516,41.56355,20.7947,12.925,0.59442
23/03/2020,4:00:00,0.17406,20.425,85.7,1.6,-3.2,1.86621,33.46497,36.32645,21.73317,13.609,0.66046
23/03/2020,5:00:00,0.156939,20.8,49.6,1,-3.7,2.27055,23.18015,26.66161,29.14221,13.703,0.72651
23/03/2020,6:00:00,0.196887,21.2,27.9,1.4,-3.9,7.40262,30.97479,42.32531,20.59712,13.561,0.72651
23/03/2020,7:00:00,0.171206,19.55,39.8,1.2,-3.3,6.50062,33.07199,43.03946,24.69679,12.689,0.52837
23/03/2020,8:00:00,0.239688,31.325,169.1,2.7,0.4,34.80474,51.56597,104.93249,12.20021,15.212,1.65116
23/03/2020,9:00:00,0.194034,31.425,173,3.9,3.3,17.51123,39.42298,66.27315,21.38742,15.142,1.84929
23/03/2020,10:00:00,0.19118,32.225,169.3,4.3,5.3,16.26709,37.23616,62.17869,27.21586,15.708,4.75533
23/03/2020,11:00:00,0.134111,28.1,174,4.8,6.8,13.12565,27.24626,47.37197,42.87362,14.033,6.1423
23/03/2020,12:00:00,0.114137,25.875,172.8,4.8,7.5,9.79758,22.54156,37.56431,50.97417,13.16,5.61393
23/03/2020,13:00:00,0.105577,26.65,170.8,4.8,8.1,8.42903,20.73596,33.66029,56.06171,13.632,5.21765
23/03/2020,14:00:00,0.097016,26,171.1,4.7,8.1,7.71365,20.92826,32.7557,59.91441,12.854,5.01951
23/03/2020,15:00:00,0.059923,24.525,172.4,4.6,8.4,6.50062,21.93124,31.89872,60.45774,12.052,5.34974
23/03/2020,16:00:00,0.065629,24.95,172.2,4.8,8.8,7.06048,28.02386,38.84978,54.67869,12.571,7.72741
23/03/2020,17:00:00,0.085602,27.525,171.9,4.5,8.1,7.74475,30.92629,42.80141,49.14661,13.137,8.05764
23/03/2020,18:00:00,0.085602,22.85,172.7,3.4,6.4,5.22538,32.55161,40.56374,49.09721,11.863,5.67997
23/03/2020,19:00:00,0.154085,28.125,167.1,3.7,5.2,3.5769,39.69742,45.18191,41.58939,13.208,4.68928
23/03/2020,20:00:00,0.171206,26.35,167.6,3.6,4.2,2.76821,37.46186,41.70638,39.31729,13.113,4.82137
23/03/2020,21:00:00,0.176913,27.325,165.5,3.5,3.3,3.82572,42.12488,47.9909,29.93251,13.656,9.51065
23/03/2020,22:00:00,0.185473,30.675,166.7,3.4,2.4,4.44779,42.7898,49.60964,24.44982,16.132,13.0111
23/03/2020,23:00:00,0.194034,35.225,167,3.3,1.8,3.48358,39.79288,45.1343,25.3389,17.854,16.24737
23/03/2020,24:00:00,0.214008,35.025,165.9,3.2,1.3,5.412,46.40564,54.70392,16.54685,19.316,14.39807
24/03/2020,1:00:00,0.216861,37.375,181.5,1.9,0.5,4.19102,46.48131,52.90745,14.42292,22.382,5.245394
24/03/2020,2:00:00,0.205448,33.3,165.2,2.6,-0.3,2.57271,42.92883,46.87359,15.14736,20.425,4.05043
24/03/2020,3:00:00,0.222568,30.525,169.3,2.5,-0.2,2.95654,46.77042,51.30372,12.00264,19.646,2.50951
24/03/2020,4:00:00,0.251102,31.525,169.9,2.7,-0.1,6.44214,47.8091,57.68691,7.16207,20.283,3.69822
24/03/2020,5:00:00,0.219715,34.225,164.5,2.4,-0.3,6.97121,48.14113,58.83017,6.1742,21.227,4.95297
24/03/2020,6:00:00,0.265369,38.025,161.8,2.9,0,6.69111,44.80738,55.06694,9.03902,22.618,5.74545
24/03/2020,7:00:00,0.268222,43.35,159.5,2.8,0.2,15.74745,48.35587,72.50163,6.22359,23.491,8.18891
24/03/2020,8:00:00,0.262515,46.725,166.4,3,2.2,22.81202,48.00355,82.9815,9.73053,23.797,9.24555
24/03/2020,9:00:00,0.265369,46.9,182.7,3,6.7,26.07977,44.04105,84.02948,13.78081,25.142,11.02861
24/03/2020,10:00:00,0.236834,55,184.1,4,10.2,30.0322,42.45852,88.50725,20.49833,26.934,13.40604
24/03/2020,11:00:00,0.196887,50.225,188.9,5,12.1,21.34931,36.09852,68.83368,32.10582,26.156,10.8305
24/03/2020,12:00:00,0.136965,46.575,194.2,5.5,12.7,13.53783,29.73619,50.49391,43.26877,23.585,10.30218
24/03/2020,13:00:00,0.11699,47.625,200.9,6,13.4,9.08746,24.84159,38.77551,53.74021,24.34,6.80208
24/03/2020,14:00:00,0.09987,44.25,201.1,6,13.7,7.34466,21.70229,32.96395,59.2229,22.783,3.36802
24/03/2020,15:00:00,0.077043,39.15,201.1,5.4,13.4,5.13504,19.80276,27.67638,62.08772,21.84,2.11327
24/03/2020,16:00:00,0.102723,40.525,196,4.7,12.6,5.91308,24.32608,33.39267,61.00107,20.778,1.65099
24/03/2020,17:00:00,0.102723,39.375,191.9,4.6,11.9,5.72635,33.18683,41.96711,57.6917,22.028,1.45287
24/03/2020,18:00:00,0.136965,38.575,184.8,4.2,11.5,5.01055,35.23708,42.91982,52.90052,23.514,0.92455
24/03/2020,19:00:00,0.142672,40.3,184.3,3.5,9.8,2.36523,30.86166,34.48829,52.2584,26.745,1.45287
24/03/2020,20:00:00,0.148378,39.75,186.6,3.2,8.7,2.14738,34.53019,37.8228,43.56513,27.076,1.51891
24/03/2020,21:00:00,0.205448,48.025,188.4,3.1,7.8,3.7657,44.86283,50.63682,27.36404,33.892,1.45287
24/03/2020,22:00:00,0.205448,48.25,188,2.8,7,3.33,38.3379,43.44382,32.40219,35.189,1.18871
24/03/2020,23:00:00,0.168353,38.65,180.8,2.7,6,2.98766,31.5269,36.10791,37.93427,27.783,1.45287
24/03/2020,24:00:00,0.159792,37.75,172.1,2.9,5.4,3.36112,30.335,35.48864,36.20549,25.826,0.85852
25/03/2020,1:00:00,0.178815,36.675,193.5,2.7,6.5,2.03445,26.11295,29.23239,41.09545,24.717,1.336844
25/03/2020,2:00:00,0.205448,35.5,186.1,2.4,5.3,1.61925,26.36828,28.8511,37.07811,24.764,0.26413
25/03/2020,3:00:00,0.196887,37.55,184.7,1.8,4.3,1.21444,23.63679,25.4989,39.81122,24.458,0.5943
25/03/2020,4:00:00,0.222568,41.1,159,1.8,3.2,1.89951,43.79573,46.70827,17.23836,25.236,1.12256
25/03/2020,5:00:00,0.233981,39.625,162.6,2.2,2.6,6.25903,44.78472,54.38177,13.38566,25.236,0.9905
25/03/2020,6:00:00,0.288197,42.75,165.5,1.9,2,19.11964,53.94828,83.26464,3.16119,26.274,0.7924
25/03/2020,7:00:00,0.328145,40.6,150.2,2.3,1.9,28.2435,55.59152,98.89762,5.03815,25.543,0.9905
25/03/2020,8:00:00,0.362386,53.9,178.5,1.5,4.9,48.67099,57.96648,132.5943,6.22359,28.632,1.65083
25/03/2020,9:00:00,0.348119,61.675,186.7,1.4,7.7,51.78494,57.67201,137.07448,11.95325,29.717,5.87694
25/03/2020,10:00:00,0.228274,50.975,198.6,1.7,10.4,26.84222,44.96683,86.12433,27.90737,26.769,8.98049
25/03/2020,11:00:00,0.18262,41.95,189.5,1.9,12.4,18.09203,35.69673,63.43746,36.1067,24.127,6.14107
25/03/2020,12:00:00,0.145525,46.65,175.8,2.3,13.7,15.66315,33.41561,57.43211,42.23151,23.231,5.48074
25/03/2020,13:00:00,0.09987,41.2,166.5,2.7,14.3,9.99577,29.47518,44.80181,55.3702,21.462,4.29215
25/03/2020,14:00:00,0.082749,38.6,160.8,2.9,14.5,7.4112,24.23947,35.60314,65.15013,20.684,4.29215
25/03/2020,15:00:00,0.065629,39.175,159.6,3.2,14.2,4.23497,17.81384,24.30737,76.16489,20.943,1.51876
25/03/2020,16:00:00,0.091309,40.675,159.9,3.4,13.3,3.67446,18.72094,24.35503,75.52278,22.123,1.45273
25/03/2020,17:00:00,0.091309,35.625,161.5,3.1,12,2.92711,18.8183,23.30648,78.09124,19.198,0.85843
25/03/2020,18:00:00,0.085602,33.7,152.9,2.2,9.9,2.24204,19.53509,22.97284,73.94218,19.693,1.1886
25/03/2020,19:00:00,0.114137,36.175,141.5,2.2,7.6,1.86837,29.11608,31.98087,61.98894,22.571,1.12256
25/03/2020,20:00:00,0.156939,56.325,145.9,2.1,6,2.39774,32.59392,36.2704,55.12323,40.472,1.12256
25/03/2020,21:00:00,0.176913,56.15,153.8,1.9,4.9,2.14862,40.79238,44.08689,45.29391,38.137,1.84892
25/03/2020,22:00:00,0.196887,63.85,150.1,1.6,3.9,1.89951,40.65008,43.56261,39.9594,47.878,3.10355
25/03/2020,23:00:00,0.205448,56.45,139.6,1.7,3.3,1.80609,31.97594,34.74524,39.9594,38.184,2.77339
25/03/2020,24:00:00,0.251102,54.35,162.5,1.2,3.6,3.64332,38.78651,44.37286,26.1786,37.618,1.65083
26/03/2020,1:00:00,0.216861,46.125,141.8,0.5,2.5,2.61723,33.2466,37.25963,29.43857,32.689,1.516038
26/03/2020,2:00:00,0.208301,44.95,58.5,0.9,1.6,1.74482,27.59015,30.2655,29.10928,31.604,1.23249
26/03/2020,3:00:00,0.202594,41.025,65.5,1.9,0.7,1.55788,23.60084,25.98955,29.58675,30.472,0.72629
26/03/2020,4:00:00,0.194034,40.75,64.9,0.6,1,1.90061,22.07389,24.98811,27.51222,30.283,0.59424
26/03/2020,5:00:00,0.194034,44.3,24.2,0.8,0.1,2.4926,21.4523,25.27424,24.44982,32.241,0.66027
26/03/2020,6:00:00,0.216861,45.25,348.3,1.5,-0.9,5.2033,27.11953,35.09781,18.22623,32.901,0.33013
26/03/2020,7:00:00,0.293903,46.475,9.8,1.4,-0.3,34.67829,38.86374,92.03637,4.00088,33.42,0.46219
26/03/2020,8:00:00,0.276783,49.2,45.3,1,2.6,31.06402,37.87239,85.50322,9.48357,34.67,0.79232
26/03/2020,9:00:00,0.276783,52.05,82.3,1.4,5.6,32.93347,37.24724,87.74452,18.4238,36.085,1.65066
26/03/2020,10:00:00,0.165499,47.975,92.7,1.9,7.9,14.27013,28.3341,50.21466,36.40307,32.995,2.385538
26/03/2020,11:00:00,0.065629,37.45,103.3,2.6,9.3,5.51488,15.43528,23.89131,62.43348,27.264,5.10775
26/03/2020,12:00:00,0.122697,33.05,104,2.9,10.2,3.80121,13.29414,19.12258,76.60944,24.623,4.078652
26/03/2020,13:00:00,0.194034,26.25,104.3,2.8,10.7,4.95404,15.86603,23.46212,79.9682,18.868,6.93277
26/03/2020,14:00:00,0.242541,32.925,105.8,2.8,11.2,7.38433,23.9184,35.24087,71.4725,22.642,13.79952
26/03/2020,15:00:00,0.162646,30.975,98.1,2.6,11.3,5.48372,19.96566,28.37391,76.16489,21.061,7.65907
26/03/2020,16:00:00,0.156939,30.775,90.8,2.7,11,3.42733,16.25179,21.50695,85.00634,21.627,4.09364
26/03/2020,17:00:00,0.176913,35.275,85.9,2.6,10.1,3.36501,18.63632,23.79593,86.38936,24.717,2.64106
26/03/2020,18:00:00,0.17406,39.275,84.3,2.1,8.2,2.4926,18.97257,22.7945,83.7715,27.005,1.38656
26/03/2020,19:00:00,0.176913,40.4,87.7,2.3,6,2.43028,24.64752,28.37391,72.50977,27.712,1.71669
26/03/2020,20:00:00,0.17406,47.4,101.2,2.3,4.6,1.33977,16.78217,18.83646,73.0037,34.033,1.38656
26/03/2020,21:00:00,0.188327,50.15,104.6,2.1,3.3,1.21514,17.64089,19.50408,67.32344,37.311,1.12245
26/03/2020,22:00:00,0.194034,44.775,69.1,2,2.5,1.12167,15.35216,17.07203,72.01583,33.326,1.05642
26/03/2020,23:00:00,0.199741,44.925,52.8,1.7,3.1,1.05935,13.20641,14.83073,74.23854,33.42,0.85834
26/03/2020,24:00:00,0.176913,43.475,38.6,2.2,2.9,1.05935,11.77579,13.40012,73.10249,32.807,0.46219
27/03/2020,1:00:00,0.102723,45.25,352.9,1.8,-0.2,0.99762,13.35679,14.88645,65.39709,34.34,0.61619
27/03/2020,2:00:00,0.097016,45.95,357.3,2.2,-0.9,0.87291,9.34926,10.68771,63.75064,34.835,0.26408
27/03/2020,3:00:00,0.10843,44.675,7.2,2.2,-1.4,0.93527,9.92164,11.35569,62.77923,35.307,0.52816
27/03/2020,4:00:00,0.102723,46.825,21.1,2.2,-1.7,0.99762,8.34693,9.87659,58.48199,38.302,0.72622
27/03/2020,5:00:00,0.097016,52.675,13.4,2.5,-1.6,0.87291,7.10675,8.4452,60.55652,44.269,0.59418
27/03/2020,6:00:00,0.082749,46.575,10,2.5,-1.7,1.24702,7.9168,9.82887,62.63105,40.378,0.46214
27/03/2020,7:00:00,0.09987,43.075,12.3,2.5,-0.5,2.24464,12.44669,15.88842,61.29743,36.958,0.3301
27/03/2020,8:00:00,0.125551,45.225,23.6,2.4,2.4,3.14873,18.74223,23.57021,61.74197,37.052,1.12234
27/03/2020,9:00:00,0.136965,43.15,48.7,2.8,5.1,3.61636,16.1644,21.70941,69.79312,34.623,0.79224
27/03/2020,10:00:00,0.134111,36.375,59.2,3.4,6.9,2.89932,9.86833,14.31389,89.50116,27.995,1.38642
27/03/2020,11:00:00,0.119844,35.125,59.3,3.7,8.1,2.43169,9.82195,13.55049,94.29234,26.462,0.92428
27/03/2020,12:00:00,0.119844,32.15,63.3,4,9.2,2.55639,7.76993,11.68968,96.36687,24.977,1.12234
27/03/2020,13:00:00,0.102723,31.725,60.9,4.1,10,2.21346,7.96176,11.35569,96.56444,24.293,1.51846
27/03/2020,14:00:00,0.105577,27.55,59.4,4.2,10.2,2.30699,8.10463,11.64197,102.44228,19.717,1.3204
27/03/2020,15:00:00,0.094163,22.25,57.7,4.4,9.9,1.90171,6.81754,9.73345,104.07226,16.58,1.51846
27/03/2020,16:00:00,0.062776,21.45,56.6,4.5,9.2,1.71465,7.39063,10.01973,106.59134,14.906,1.45244
27/03/2020,17:00:00,0.059923,22.325,59,4.2,8,2.27581,9.53611,13.02564,102.44228,15.425,1.25438
27/03/2020,18:00:00,0.068483,25.45,60.5,3.3,6.1,1.74583,9.72847,12.40537,102.49167,18.373,1.51846
27/03/2020,19:00:00,0.059923,25.125,54.4,3,4.5,1.15349,6.86738,8.63605,104.71438,18.561,1.51846
27/03/2020,20:00:00,0.105577,30.925,42.1,3.2,3.5,1.30937,10.87483,12.8825,99.13291,24.269,1.58448
27/03/2020,21:00:00,0.105577,31.25,31.7,3.2,2.7,1.15349,9.39617,11.16484,94.48991,24.528,1.45244
27/03/2020,22:00:00,0.105577,37.025,28.7,3.7,2.3,0.99762,8.15608,9.68574,86.98209,30.307,1.05632
27/03/2020,23:00:00,0.10843,41.075,28.1,3.8,2.2,0.99762,7.05868,8.58834,81.54879,34.623,0.92428
27/03/2020,24:00:00,0.088456,40.2,26.5,4,2.1,0.90409,6.96352,8.34977,77.94306,33.939,0.92428
28/03/2020,1:00:00,0.125551,37.2,30.7,4.4,3.6,0.74864,5.79012,6.93803,81.20304,31.344,1.05621
28/03/2020,2:00:00,0.121746,28.925,25,4.7,3.8,0.70705,5.40833,6.49247,77.44913,24.293,0.79216
28/03/2020,3:00:00,0.07419,11.35,24.5,4.9,3.8,0.87342,2.43214,3.77136,75.76974,8.396,1.45229
28/03/2020,4:00:00,0.062776,6.625,29,5.2,3.8,0.967,1.52483,3.00754,78.3876,4.009,0.92419
28/03/2020,5:00:00,0.057069,6.35,31.4,4.8,3.6,1.06058,2.09742,3.72362,78.28882,3.609,1.25425
28/03/2020,6:00:00,0.059923,6.075,31.1,4.8,3.5,1.21655,2.43114,4.29649,77.15276,3.774,0.85817
28/03/2020,7:00:00,0.065629,6,31.8,5.5,4.1,1.55968,4.96029,7.35176,73.0037,3.892,1.25425
28/03/2020,8:00:00,0.054216,6.3,32.5,5.8,5.3,1.52848,4.2443,6.58794,76.9058,3.325,1.18824
28/03/2020,9:00:00,0.059923,6.725,37,6.4,6.8,1.55968,3.38492,5.77639,79.9188,3.585,0.92419
28/03/2020,10:00:00,0.054216,7.275,37.8,6.5,7.9,1.34132,2.43077,4.48744,83.91968,3.585,1.12222
28/03/2020,11:00:00,0.057069,7.3,36.5,6.8,8.6,1.37252,2.19199,4.29649,86.58694,3.585,1.05621
28/03/2020,12:00:00,0.059923,5.425,38.9,6.6,8.7,1.65326,2.14343,4.67839,87.32784,2.5,0.9902
28/03/2020,13:00:00,0.062776,6.8,36.6,6.7,8.4,1.55968,3.2417,5.63317,84.80877,3.208,1.05621
28/03/2020,14:00:00,0.054216,9.025,34.2,7.4,7.9,1.80923,3.09776,5.87186,85.84603,4.67,1.18824
28/03/2020,15:00:00,0.057069,10.325,33.1,7.4,7.4,1.68445,3.62325,6.20603,86.53754,5.377,1.18824
28/03/2020,16:00:00,0.051362,10.35,37.1,7.1,6.7,1.65326,3.95751,6.49247,86.29058,4.835,1.18824
28/03/2020,17:00:00,0.054216,8.175,36.3,5.7,5.7,1.68445,3.28907,5.87186,86.78451,3.726,1.32026
28/03/2020,18:00:00,0.065629,9.5,28.5,5.8,4.6,1.4661,4.14901,6.39699,83.22817,4.528,1.32026
28/03/2020,19:00:00,0.062776,12.825,23,4.8,3.5,1.62206,5.15106,7.63819,81.00546,6.226,1.12222
28/03/2020,20:00:00,0.062776,9.325,25.9,5.6,3.2,1.49729,4.33987,6.63568,81.25243,4.953,1.05621
28/03/2020,21:00:00,0.065629,9.675,23.1,4.8,2.9,1.34132,3.91067,5.96734,81.94394,5.094,1.05621
28/03/2020,22:00:00,0.071336,11.075,25.5,6,2.7,1.4661,4.96056,7.20855,77.30095,5.967,1.25425
28/03/2020,23:00:00,0.065629,12.425,22.9,5.3,2.6,1.21655,3.52913,5.39448,80.01759,6.439,1.12222
28/03/2020,24:00:00,0.057069,13.1,33.4,5.3,2.2,1.15416,2.76549,4.53518,80.90668,6.816,1.25425
29/03/2020,1:00:00,0.051362,11.35,24.9,4.9,1.1,1.29008,2.35255,4.33064,82.91535,5.873,1.67217
29/03/2020,2:00:00,0.051362,10.6,26.1,5.9,1.1,1.16523,3.49927,5.28593,82.98121,5.731,1.76018
29/03/2020,3:00:00,0.054216,7.425,26.5,6.4,1.1,1.12362,2.2416,3.96445,83.17878,4.104,2.04621
29/03/2020,4:00:00,0.059923,9.9,24.2,5.8,1,1.06119,2.33731,3.96445,81.20304,4.835,1.05611
29/03/2020,5:00:00,0.065629,10.6,22.4,5.2,0.8,1.18604,2.3847,4.20327,82.78363,5.354,1.32013
29/03/2020,6:00:00,0.065629,10.55,25.6,5.8,1.3,1.31089,3.48292,5.49291,79.67184,5.212,1.32013
29/03/2020,7:00:00,0.065629,9.975,23.9,5.6,1.7,1.43573,4.05572,6.25714,80.41274,4.976,1.12211
29/03/2020,8:00:00,0.068483,9.675,26.9,5.4,2.5,1.43573,3.1482,5.34962,82.53666,5.094,1.18812
29/03/2020,9:00:00,0.057069,9.525,32.8,6.1,3.3,1.3421,2.76636,4.82421,82.88242,5.189,0.79208
29/03/2020,10:00:00,0.059923,9.225,35.5,6.3,3.9,1.46694,2.57493,4.82421,83.42575,4.646,1.18812
29/03/2020,11:00:00,0.062776,9.075,37,6.6,4.4,1.40452,2.193,4.34657,84.06787,4.363,1.25413
29/03/2020,12:00:00,0.071336,11.1,35.1,6.5,4.9,1.52937,3.24345,5.58844,84.21605,5,1.05611
29/03/2020,13:00:00,0.062776,8.6,32.8,6.3,5.1,1.56058,2.86124,5.25409,85.10513,4.269,0.85809
29/03/2020,14:00:00,0.057069,8.475,33.1,5.9,5.3,1.84148,4.43663,7.2602,82.63545,4.245,1.18812
29/03/2020,15:00:00,0.057069,7.6,29.4,5.7,5.1,1.46694,3.2914,5.54068,84.06787,3.703,1.12211
29/03/2020,16:00:00,0.068483,6.1,25.3,5.3,4.5,1.68542,4.38933,6.97361,81.45001,3.561,1.05611
29/03/2020,17:00:00,0.062776,7.25,21.8,4.7,4.4,1.52937,3.95991,6.30491,82.88242,3.797,1.05611
29/03/2020,18:00:00,0.068483,10.525,16.5,3,3.2,1.71664,4.91465,7.54678,80.80789,5.071,1.05611
29/03/2020,19:00:00,0.071336,11.525,358,2.1,1.7,1.56058,6.58687,8.97972,76.70822,5.684,1.05611
29/03/2020,20:00:00,0.091309,13.775,330,2,0.6,1.87269,12.03109,14.90251,65.79224,6.132,1.45215
29/03/2020,21:00:00,0.097016,12.025,294.1,2.1,0.2,1.84148,12.50883,15.33239,64.26104,6.627,1.38614
29/03/2020,22:00:00,0.131258,11.55,290.6,2.4,0.2,1.84148,12.60435,15.42792,59.2229,7.311,1.38614
29/03/2020,23:00:00,0.10843,8.5,301.1,2.8,0.5,1.59179,10.79005,13.23076,60.55652,5.283,1.71617
29/03/2020,24:00:00,0.091309,7.15,316.1,2.6,0.6,1.49815,8.92751,11.22465,63.27317,4.599,1.71617
30/03/2020,1:00:00,0.082749,5.8,296.6,2.3,-0.7,1.3741,7.51483,9.62176,63.28963,3.75,1.408
30/03/2020,2:00:00,0.068483,5.25,303.4,2.6,-0.7,1.20754,4.71165,6.56319,70.20474,3.066,1.232
30/03/2020,3:00:00,0.065629,4.475,313.9,2.7,-0.5,1.12427,3.62865,5.3525,70.28706,2.807,1.122
30/03/2020,4:00:00,0.07419,4.625,324.1,2.7,-0.4,1.18672,4.63206,6.45168,63.8165,3.137,1.056
30/03/2020,5:00:00,0.088456,5.425,340.3,3.3,0.5,1.78009,7.92779,10.65721,58.18563,3.231,1.188
30/03/2020,6:00:00,0.088456,5.2,344.7,3.1,0.9,3.43525,17.38524,22.65255,47.86237,3.066,1.122
30/03/2020,7:00:00,0.111284,4.95,358.3,3.9,2.6,4.90304,22.58993,30.10782,49.49236,2.807,1.386
30/03/2020,8:00:00,0.111284,5.025,4.4,5.1,4.8,4.62198,18.05071,25.13764,53.14749,2.877,0.726
30/03/2020,9:00:00,0.091309,7.075,14.1,5.4,6.1,3.62263,11.4109,16.96552,68.06435,3.703,1.122
30/03/2020,10:00:00,0.077043,8.375,22.4,5.4,7.1,3.02927,8.16296,12.80777,71.37372,4.717,0.99
30/03/2020,11:00:00,0.085602,10.25,27.7,4.9,6.7,3.02927,6.72925,11.37407,75.47338,5.236,1.056
30/03/2020,12:00:00,0.094163,8.025,29.4,5.4,8.9,1.99869,4.6296,7.69422,83.37636,4.198,1.32
30/03/2020,13:00:00,0.079897,9.675,31.1,6,8.5,2.49837,5.15378,8.98456,85.3521,4.882,1.188
30/03/2020,14:00:00,0.062776,8.8,30,6.2,8.3,1.87378,5.25125,8.12433,86.48815,4.481,1.188
30/03/2020,15:00:00,0.07419,8.425,31.7,5.6,8.1,2.68574,6.73029,10.84838,84.11726,3.844,1.056
30/03/2020,16:00:00,0.07419,6.85,32.3,4.6,7.5,2.43591,6.44431,10.17931,83.47514,3.467,1.32
30/03/2020,17:00:00,0.071336,6.45,28.4,3.9,6.7,2.15484,5.48935,8.7934,84.85816,3.113,1.122
30/03/2020,18:00:00,0.062776,6.825,25,3.4,5.9,1.59271,4.82199,7.26411,86.19179,3.609,1.518
30/03/2020,19:00:00,0.077043,7.4,24.7,3.3,4.7,1.6864,5.72972,8.3155,84.01847,4.175,1.386
30/03/2020,20:00:00,0.088456,10.05,23,3.6,4.1,1.56148,9.36215,11.75639,76.75762,5.354,1.32
30/03/2020,21:00:00,0.085602,14.575,22.2,3.4,3.6,1.1555,6.8305,8.60224,79.32608,8.491,0.99
30/03/2020,22:00:00,0.09987,13.95,15.8,3.1,3.1,1.28041,6.16106,8.12433,75.76974,8.09,1.188
30/03/2020,23:00:00,0.10843,13.225,7.9,2.7,2.6,0.87443,5.20649,6.54726,73.69521,8.255,1.254
30/03/2020,24:00:00,0.094163,7.15,358,2.5,2,0.78074,3.72527,4.92239,75.57217,4.764,0.924
31/03/2020,1:00:00,0.114137,6.475,351.8,2.6,1.5,0.74994,2.86664,4.01654,74.8148,4.033,0.96791
31/03/2020,2:00:00,0.110332,5.025,1.5,2.8,1.7,0.70828,4.07811,5.16412,72.11462,2.925,1.0559
31/03/2020,3:00:00,0.091309,4.375,17.5,2.9,1.6,0.68745,2.96247,4.01654,74.88066,2.453,1.71583
31/03/2020,4:00:00,0.088456,5.8,21.7,3.2,2.2,0.6562,2.62785,3.63401,80.65971,2.712,1.31987
31/03/2020,5:00:00,0.082749,3.675,17.4,3.4,2.2,0.81244,4.34874,5.59446,77.10337,2.075,1.51785
31/03/2020,6:00:00,0.102723,3.4,17.8,3.3,2.2,2.31232,14.05075,17.59626,61.39621,1.981,1.51785
31/03/2020,7:00:00,0.131258,5,22.2,3.2,2.2,5.78081,29.53242,38.3962,44.20725,2.618,1.45186
31/03/2020,8:00:00,0.119844,4.825,30.9,2.7,2.5,6.09328,19.01195,28.35485,57.04958,2.759,1.64984
31/03/2020,9:00:00,0.0770112,4.85,33.3,2.2,3.1,2.02912,6.393598,9.504866,71.4725,2.382,1.67183
31/03/2020,10:00:00,0.0829818,5.275,0.7,1.8,3.5,1.79153,10.64149,13.38846,77.49852,2.335,0.872714
31/03/2020,11:00:00,0.09987,6.975,357.6,2.1,4.8,3.281,15.29098,20.32177,70.08948,2.594,1.91381
31/03/2020,12:00:00,0.082749,7.3,32,2.4,7.5,1.43739,9.9891,12.19306,75.3252,2.948,1.51785
31/03/2020,13:00:00,0.091309,7.5,37,2.4,8.6,2.5623,13.23711,17.16592,71.12675,3.09,1.31987
31/03/2020,14:00:00,0.071336,6.225,27.8,2.1,9.3,2.0311,9.84382,12.95812,74.68309,2.901,1.78182
31/03/2020,15:00:00,0.07419,5.725,34.4,1.5,9.7,2.84353,11.03671,15.39673,74.09036,2.854,1.64984
31/03/2020,16:00:00,0.10843,5.35,35.7,0.7,9.6,2.78104,13.52333,17.78753,73.39885,3.208,1.64984
31/03/2020,17:00:00,0.136965,7.2,298.3,0.5,9,2.12484,15.39018,18.64821,70.58342,3.632,1.64984
31/03/2020,18:00:00,0.136965,8.525,261.4,1.3,8,1.28115,21.41759,23.38199,62.38409,4.292,1.38586
31/03/2020,19:00:00,0.148378,10.575,238.9,1.3,7.2,2.12484,28.0614,31.31944,53.59203,5.849,2.0458
31/03/2020,20:00:00,0.165499,12.05,309.8,2.8,6.3,1.65612,26.67618,29.21554,53.49324,7.311,1.78182
31/03/2020,21:00:00,0.185473,15.25,320.4,2.8,5,1.3124,27.49011,29.50243,50.03569,10.778,2.11179
31/03/2020,22:00:00,0.216861,19.075,309.3,2.3,3.7,1.2499,35.5712,37.48769,36.74882,13.821,1.78182
31/03/2020,23:00:00,0.248248,23.95,302.8,2.4,2.7,1.18741,28.82935,30.65001,39.2185,17.311,1.78182
