End Date,End Time,CO, PM10, M_DIR, M_SPED, M_T, NO, NO2, NOXasNO2, O3, PM25, SO2
1/1/2020,1:00:00,0.126628,31.4,149.8,0,-0.5,5.77062,40.9705,49.81866,12.04072,27.9,1.76441
1/1/2020,2:00:00,0.130465,33.7,167.6,0.7,0.6,8.32555,42.53576,55.30142,10.77678,32.4,1.49975
1/1/2020,3:00:00,0.120872,34.3,188.1,1.3,1.2,9.18453,41.91247,55.99523,10.97635,30.1,1.38947
1/1/2020,4:00:00,0.12375,38.3,194.8,0.7,1.9,7.4996,38.86094,50.36017,10.57721,30.8,1.19098
1/1/2020,5:00:00,0.152529,37.3,188.5,1.7,2.6,10.30782,40.13936,55.94446,8.23226,34.4,1.32331
1/1/2020,6:00:00,0.117994,36.1,208.3,1.7,3,5.38518,34.7419,42.99906,9.9785,31.2,1.25715
1/1/2020,7:00:00,0.094971,31.4,206.2,2,3.1,6.21112,34.99845,44.52204,13.27141,29.7,1.05865
1/1/2020,8:00:00,0.083459,24.3,213.1,1.8,2.9,4.06366,29.50862,35.73948,20.75528,25.2,0.99248
1/1/2020,9:00:00,0.106482,28.2,199.9,1.8,2.7,11.5963,39.02674,56.80749,10.97635,23.4,1.12481
1/1/2020,10:00:00,0.071948,26.7,188,2.3,2,7.10315,29.31557,40.20691,18.70969,22.7,0.72782
1/1/2020,11:00:00,0.066192,26.8,208.4,1.3,1.6,5.38518,22.60876,30.86591,25.9441,23,1.32331
1/1/2020,12:00:00,0.126628,28.7,272.6,1.1,2,7.86302,22.71846,34.77492,26.29335,28.9,1.38947
1/1/2020,13:00:00,0.149651,23,251.2,1.7,3.3,8.09428,21.247,33.65806,28.33894,28.4,1.19098
1/1/2020,14:00:00,0.146773,32.6,228.7,1.4,4.1,6.80581,20.22742,30.66285,29.68604,32.5,0.92632
1/1/2020,15:00:00,0.207209,33.3,194,1.8,3.1,8.25947,23.83662,36.50097,25.39528,33.7,1.45564
1/1/2020,16:00:00,0.175552,33.4,214.7,2.3,1.4,8.22644,27.94858,40.56227,22.20216,34,0.79399
1/1/2020,17:00:00,0.141017,30.6,220.8,2.3,0.4,5.84771,29.46373,38.43009,21.90281,28,0.92632
1/1/2020,18:00:00,0.132384,30.7,186.4,1.9,-0.4,5.41821,30.47764,38.78545,20.45593,29.6,0.92632
1/1/2020,19:00:00,0.117994,29.4,196.5,2.1,-0.6,4.65834,27.98759,35.13028,22.40173,30.2,0.86015
1/1/2020,20:00:00,0.141017,31.9,221.7,2,1.5,6.0129,31.54569,40.76534,16.41463,29.8,0.99248
1/1/2020,21:00:00,0.195697,33.7,218.4,2.1,2.6,14.86705,41.27124,64.06707,5.73764,36.2,1.12481
1/1/2020,22:00:00,0.195697,35.1,228.2,3.5,3.5,19.0959,46.71718,75.99715,2.6443,33.2,2.18346
1/1/2020,23:00:00,0.279157,37.4,226.3,3.6,3.9,28.08221,46.4422,89.50099,2.09549,36.4,2.51429
1/1/2020,24:00:00,0.282034,40.7,225,3.6,4.2,25.73652,44.09922,83.56133,1.54667,35.2,2.44812
2/1/2020,1:00:00,0.241783,35.305,224.7,4.5,5.7,24.28279,43.97825,81.21134,5.38839,24.1,2.20551
2/1/2020,2:00:00,0.112257,12.4,223.2,4.5,5.8,1.32211,9.08093,11.10814,45.56848,14.1,0.88221
2/1/2020,3:00:00,0.103622,13.4,219.8,4,5.6,0.92548,7.26766,8.6867,45.60175,14,1.05864
2/1/2020,4:00:00,0.1065,13.2,219.9,3.9,5.6,0.82632,12.34724,13.61425,38.66669,14.7,0.86015
2/1/2020,5:00:00,0.103622,13.9,205.5,3.3,5.5,1.85096,22.91721,25.75531,29.9355,11.8,0.59549
2/1/2020,6:00:00,0.092108,11.3,185.7,2.7,4.7,2.41285,21.03966,24.73932,37.66884,11.7,0.66165
2/1/2020,7:00:00,0.083473,10.5,184.8,2.7,4,3.07391,24.9028,29.61606,36.82067,10.2,0.79398
2/1/2020,8:00:00,0.100743,12.3,180.6,2.4,3.2,4.1316,26.2274,32.56243,35.22411,13.2,0.79398
2/1/2020,9:00:00,0.109378,13,170.6,2.7,3.2,7.66825,32.53928,44.2971,30.28475,11.1,0.52932
2/1/2020,10:00:00,0.141041,7.7,181.7,2.6,4.2,10.11416,30.92251,46.43067,31.58195,9,0.72782
2/1/2020,11:00:00,0.129527,13.6,197,2.9,5.5,7.7013,25.93547,37.74397,37.9183,10.7,0.66165
2/1/2020,12:00:00,0.132406,13.9,193.6,2.7,6.3,6.54446,23.08653,33.12122,44.50411,11,0.66165
2/1/2020,13:00:00,0.112257,20.7,210.3,4.2,7.4,4.92487,25.11267,32.66403,46.5497,10.3,0.66165
2/1/2020,14:00:00,0.097865,14,183.9,2.1,6.2,4.66045,24.45132,31.59724,51.18971,7.5,0.92632
2/1/2020,15:00:00,0.120892,13.8,226.8,5.2,6.2,4.49518,25.41592,32.30843,50.94024,9.8,0.72782
2/1/2020,16:00:00,0.109378,11.2,228.2,7.1,7,3.86718,22.77208,28.70167,53.2353,9.2,0.66165
2/1/2020,17:00:00,0.138161,1.7,226.8,5.8,8,6.01561,29.94255,39.16636,48.04648,7.5,0.72782
2/1/2020,18:00:00,0.164067,8,232.5,6.6,8.6,7.73436,33.9111,45.77028,42.85766,8.4,0.79398
2/1/2020,19:00:00,0.118014,6.7,233.4,6.8,9.1,3.23917,20.63624,25.60291,52.73637,8.7,0.92632
2/1/2020,20:00:00,0.120892,6.8,233.2,6.6,9.7,3.17307,19.26442,24.12973,50.99014,5.4,0.52932
2/1/2020,21:00:00,0.100743,7.9,233.6,6.2,9.2,2.44591,14.53745,18.28779,56.5282,5.9,0.79398
2/1/2020,22:00:00,0.100743,8.2,232.3,6,9,1.98317,12.45301,15.49382,58.87315,5.5,0.66165
2/1/2020,23:00:00,0.092108,6.4,242.7,5.1,8.8,1.71875,10.31848,12.95385,62.41552,8.1,0.66165
2/1/2020,24:00:00,0.080594,4.2,252.2,5.2,9.4,1.42127,9.45382,11.63307,62.06627,4,0.59549
3/1/2020,1:00:00,0.089244,10.2,245.6,4.2,9.8,0.74954,9.89834,11.04761,59.871,9.9,0.70576
3/1/2020,2:00:00,0.123791,13.6,266.8,3.9,9.8,0.79363,12.13514,13.35202,55.61351,13.7,0.52932
3/1/2020,3:00:00,0.138185,14.7,273.7,2.8,9.4,0.85976,14.13481,15.45309,49.44347,13.2,0.59549
3/1/2020,4:00:00,0.1497,19.6,305.9,3.3,9.1,1.32271,18.76239,20.79051,40.21336,21,1.3233
3/1/2020,5:00:00,0.106517,17.5,334.6,3.9,7.8,0.82669,10.11891,11.38649,58.17466,12.9,0.46316
3/1/2020,6:00:00,0.060456,7.9,324.3,3.6,5.9,0.85976,5.74744,7.06572,72.19445,6.7,0.79398
3/1/2020,7:00:00,0.077729,8.1,327,3.5,4.7,3.10837,13.63529,18.40138,63.66283,6.7,0.86015
3/1/2020,8:00:00,0.109396,8.8,327.7,3.3,3.7,7.73784,29.36067,41.22519,48.89465,9.9,0.86015
3/1/2020,9:00:00,0.097881,11,327.4,3.4,3,7.01036,29.25615,40.00521,52.5867,11.5,0.52932
3/1/2020,10:00:00,0.095002,15.1,321.8,4,3.7,7.96932,30.17489,42.39434,50.14196,11.4,1.05864
3/1/2020,11:00:00,0.166973,16,318.1,4.7,5.2,9.49043,33.17997,47.73176,43.15701,9.1,0.99248
3/1/2020,12:00:00,0.120911,14.2,308.1,3.7,5.9,8.92828,27.43369,41.12353,50.29164,7.9,0.72782
3/1/2020,13:00:00,0.118032,18.1,312.2,3.8,6.7,6.87808,23.86739,34.41363,56.12906,12.2,1.45564
3/1/2020,14:00:00,0.181367,16.1,303.1,3.9,6.8,8.33306,29.363,42.14018,53.53465,11.8,0.86015
3/1/2020,15:00:00,0.1497,16.2,292,3.4,6,7.10956,30.32402,41.22519,56.17896,9.6,0.52932
3/1/2020,16:00:00,0.184246,16.2,294.6,4.3,5.3,8.92828,33.48276,47.1726,50.19186,10.5,0.46316
3/1/2020,17:00:00,0.19864,11.5,293.4,5,5.1,7.73784,34.08809,45.95262,48.14626,5.7,0.46316
3/1/2020,18:00:00,0.207276,14.9,290.8,5.4,5.2,8.00239,32.36082,44.63097,51.53895,12.1,0.79398
3/1/2020,19:00:00,0.152579,15.5,291,5.7,5.2,5.75378,26.30295,35.12529,55.8796,7.5,0.72782
3/1/2020,20:00:00,0.241823,15.5,287.8,5.9,5.5,5.78685,31.38633,40.25938,52.5867,9.8,0.66165
3/1/2020,21:00:00,0.152579,14.2,282.2,5.6,5.5,4.72868,26.60393,33.85447,55.92949,9.3,0.92631
3/1/2020,22:00:00,0.1497,16.5,279,5.4,5.5,3.40598,26.14126,31.36368,54.93164,9.7,0.86015
3/1/2020,23:00:00,0.146821,14.5,271.8,5.2,5.3,2.28167,18.51198,22.01049,61.26799,10.4,1.25714
3/1/2020,24:00:00,0.12667,11.8,267.8,5.3,5.2,2.11633,16.83386,20.07886,62.91444,8.5,0.99248
4/1/2020,1:00:00,0.076781,12.1,265.6,4.4,5.2,1.49975,17.23284,19.53242,66.25724,7.3,0.8822
4/1/2020,2:00:00,0.057586,13.1,274.3,4.9,5.5,0.70576,10.31176,11.39391,70.58126,6.7,1.3233
4/1/2020,3:00:00,0.060466,15.1,273.2,4.9,5.5,0.7609,10.88847,12.05516,71.39617,6.7,0.86014
4/1/2020,4:00:00,0.057586,10.7,276.5,5.7,5.7,0.89323,12.415,13.7846,69.15101,6.6,1.25713
4/1/2020,5:00:00,0.063345,11.6,278.7,5.9,5.8,1.05864,12.21223,13.83546,69.74972,8.7,1.12481
4/1/2020,6:00:00,0.060466,10.8,277,5.9,5.7,1.35639,14.75677,16.83654,68.25294,8.5,0.99248
4/1/2020,7:00:00,0.057586,7.7,277.5,5.7,5.7,1.42255,14.19753,16.37875,67.55445,5.3,1.25713
4/1/2020,8:00:00,0.184277,8.9,279.5,5.5,5.8,3.40751,21.37797,26.60275,62.11616,6.4,0.79398
4/1/2020,9:00:00,0.198673,6.7,282.2,5.3,5.8,4.49924,23.875,30.77373,60.36993,6.5,1.45563
4/1/2020,10:00:00,0.126691,10.9,287.3,5,6,3.8045,23.26168,29.09516,61.51745,5.3,1.12481
4/1/2020,11:00:00,0.146845,9,288.5,4.8,6.6,4.5654,22.60364,29.60382,59.871,6.3,0.99248
4/1/2020,12:00:00,0.112293,7.8,288.7,5.1,7.3,4.59849,19.65357,26.70448,61.31788,5.3,0.79398
4/1/2020,13:00:00,0.233224,7.5,287.5,4.8,7.5,6.61652,25.10471,35.24991,59.62154,6.7,1.5218
4/1/2020,14:00:00,0.299449,11.7,290.9,4.5,7.3,6.61652,26.47809,36.62328,57.47616,7,1.5218
4/1/2020,15:00:00,0.224587,10.8,288.5,4.5,6.7,6.38495,27.69789,37.488,55.92949,7.6,1.05864
4/1/2020,16:00:00,0.204431,6.6,285.7,3.6,6.8,5.62405,28.66112,37.28454,53.98369,4.8,1.25713
4/1/2020,17:00:00,0.374311,11.6,277.7,3.3,6.7,7.34434,35.43352,46.69468,47.69723,9,1.25713
4/1/2020,18:00:00,0.328243,6.7,280.6,4.1,6.7,7.01352,36.55117,47.30507,46.79917,8.1,1.38947
4/1/2020,19:00:00,0.354157,10.4,286.2,4.2,6.5,5.26014,26.72669,34.79212,53.98369,10.2,1.05864
4/1/2020,20:00:00,0.310966,12.5,285.4,3.9,5.6,5.3263,28.71073,36.87761,48.14626,8.8,1.38947
4/1/2020,21:00:00,0.262018,11.5,289,4.4,5.5,4.33382,28.35048,34.99558,43.45637,12.3,1.65413
4/1/2020,22:00:00,0.138207,10.5,203.2,2.1,3.9,2.58044,24.93507,28.8917,44.85336,10.8,1.5218
4/1/2020,23:00:00,0.132449,10.3,237.8,2.6,4.8,2.38195,23.56086,27.21313,48.19616,11.9,1.58796
4/1/2020,24:00:00,0.141087,13.9,264.6,4.4,6.4,1.95188,21.16836,24.16119,49.34368,13,1.85262
5/1/2020,1:00:00,0.097913,13.1,233.36,7.26,4.94,1.23564,19.27927,21.1739,49.82598,13.8,1.3233
5/1/2020,2:00:00,0.080634,11.3,262.24,9.28,6.1,1.01499,16.36008,17.91638,51.55558,15.5,0.97042
5/1/2020,3:00:00,0.083514,13.4,270.52,9.22,6.2,1.3901,14.30886,16.44031,54.73207,12.6,1.25713
5/1/2020,4:00:00,0.077755,10.5,270.52,9.22,6.2,1.19151,13.95167,15.77863,54.03358,12.7,1.52179
5/1/2020,5:00:00,0.071995,13.9,284.14,5.24,9.06,0.86054,10.99804,12.31751,57.12691,12.3,1.25713
5/1/2020,6:00:00,0.071995,11.5,200.04,4.7,8.24,1.05912,9.87916,11.50313,59.92089,10.6,1.25713
5/1/2020,7:00:00,0.054716,8.8,250,5.52,8.2,1.09222,10.3374,12.01211,58.62369,8.4,0.99247
5/1/2020,8:00:00,0.097913,9.9,160.54,7,7.82,2.25063,13.24388,16.6948,55.82971,7.6,1.25713
5/1/2020,9:00:00,0.092153,9,229.94,7.76,6.5,2.84639,19.81253,24.17693,49.74282,8.7,1.19097
5/1/2020,10:00:00,0.213104,8.7,212.5,4.32,5.84,4.89843,22.97755,30.48838,50.14196,7.3,1.1248
5/1/2020,11:00:00,0.198706,8.4,223.78,7.24,6.96,4.76604,20.27931,27.58715,53.2353,8.3,0.86014
5/1/2020,12:00:00,0.27646,9.5,256.34,5.52,8.46,6.18924,20.28576,29.77579,53.38498,6.4,1.05864
5/1/2020,13:00:00,0.279339,13,244.66,5.7,6.52,6.55331,22.83235,32.88062,50.591,6.8,1.19097
5/1/2020,14:00:00,0.336936,10.1,250.82,7.66,6.58,6.88429,25.73508,36.29084,48.34583,10.7,1.19097
5/1/2020,15:00:00,0.313897,16.2,249.18,5.46,8.5,6.35473,27.87043,37.61421,46.10067,10,1.19097
5/1/2020,16:00:00,0.296618,10.8,242.06,4.74,6.14,5.65968,33.61885,42.2969,40.91185,9,1.3233
5/1/2020,17:00:00,0.348454,10.5,180.12,5.2,6.26,6.22234,31.94174,41.48252,43.00734,10.9,1.58796
5/1/2020,18:00:00,0.336936,11.4,257.18,4.64,4.46,5.56039,30.92076,39.44656,42.85766,9.1,1.19097
5/1/2020,19:00:00,0.279339,10.6,235.48,4.18,5.86,4.30268,28.87911,35.47646,43.35658,12.2,1.78645
5/1/2020,20:00:00,0.290859,11.3,247.94,5.1,5.38,4.33578,26.07983,32.72792,48.24605,7.7,1.72029
5/1/2020,21:00:00,0.218864,11,229.32,3.82,5.24,3.07807,28.46637,33.18601,45.05293,9,1.52179
5/1/2020,22:00:00,0.092153,8.1,270.52,7.16,6.48,2.11824,18.33316,21.58109,55.68003,10,1.3233
5/1/2020,23:00:00,0.109432,7.4,256.56,8.44,6.96,1.68797,12.88504,15.47323,64.36133,8.4,0.92631
5/1/2020,24:00:00,0.074874,5.1,232.72,8.36,7.58,1.25771,7.69142,9.61987,71.8452,4.3,1.1248
6/1/2020,1:00:00,0.080648,4.6,211.7,2.5,4.3,0.883,6.25192,7.60583,75.77008,5.6,1.14686
6/1/2020,2:00:00,0.080648,3.6,206.2,2.9,3.9,0.5298,4.82412,5.63647,76.90097,4.6,1.3233
6/1/2020,3:00:00,0.077767,4.8,180.8,2.7,2.9,0.49669,4.99373,5.75531,75.93639,5.3,0.92631
6/1/2020,4:00:00,0.083528,4.7,175.2,2.6,2.8,0.46357,4.33146,5.04226,75.98628,4.2,0.66165
6/1/2020,5:00:00,0.072007,2.8,169.5,2.3,2.1,0.89404,6.67641,8.04724,72.64348,6.2,1.19097
6/1/2020,6:00:00,0.089288,8.3,203,2.8,2.8,1.42384,10.24421,12.42739,67.95359,8.1,0.99247
6/1/2020,7:00:00,0.089288,7.9,215.3,4.7,4.3,2.28476,20.74035,24.24359,55.77982,9.2,1.45562
6/1/2020,8:00:00,0.149774,10.5,218.4,4.8,4,4.03972,25.84203,32.03618,50.5411,9.8,1.19097
6/1/2020,9:00:00,0.164175,13,221,5.1,4,8.17877,39.25715,51.79776,37.21981,9,1.52179
6/1/2020,10:00:00,0.158415,12.1,219.1,5.7,4.8,9.13903,42.82703,56.84002,35.07443,8.4,1.19097
6/1/2020,11:00:00,0.178577,14.9,220.7,6.8,6,6.68871,32.11947,42.37535,46.99874,7.5,1.38946
6/1/2020,12:00:00,0.181457,13.1,222.9,7.3,6.7,6.42381,23.45976,33.30947,56.07917,8.7,1.1248
6/1/2020,13:00:00,0.178577,16.1,220.5,7.2,6.2,5.56289,23.65933,32.18897,55.231,11.3,1.19097
6/1/2020,14:00:00,0.155535,15.2,225,6.4,6.8,8.74168,35.28718,48.69091,42.25895,12.9,1.58795
6/1/2020,15:00:00,0.181457,14.9,229.2,5.9,7.5,7.31785,34.15979,45.38034,43.50626,10.1,1.19097
6/1/2020,16:00:00,0.210259,10.4,235.5,5.5,8.2,5.3311,23.86193,32.03618,52.5867,5.8,1.1248
6/1/2020,17:00:00,0.32547,13.7,265.8,3.9,7.7,7.25162,28.09857,39.21757,50.44132,8.8,1.1248
6/1/2020,18:00:00,0.32547,16,277.8,4.9,7.3,6.45693,24.42763,34.32811,56.5781,9.7,1.3233
6/1/2020,19:00:00,0.33411,20.9,277.1,5.7,7.3,6.05958,25.44435,34.73557,54.08347,12.7,2.11727
6/1/2020,20:00:00,0.33699,19,279.2,4.8,6.8,5.56289,20.09409,28.62374,56.27874,9.4,1.65412
6/1/2020,21:00:00,0.270745,15.5,284.5,5.3,6.8,4.20528,18.86516,25.31316,55.58025,8.1,1.65412
6/1/2020,22:00:00,0.138252,16.5,282.5,4.6,6.5,2.28476,16.30927,19.81252,59.871,10.8,1.19097
6/1/2020,23:00:00,0.132492,14.1,274.4,2.2,5.1,2.51655,19.92656,23.7852,56.72777,9.6,1.19097
6/1/2020,24:00:00,0.198738,19.4,243.6,2.3,3.5,3.14568,19.01283,23.83614,53.18541,14.9,1.45562
7/1/2020,1:00:00,0.088343,16.8,247.8,3.3,4.4,0.92757,12.30434,13.72658,55.81308,8.7,1.41151
7/1/2020,2:00:00,0.084501,19.8,256.8,3.6,4.6,1.10425,16.17859,17.87174,51.35601,12.3,1.23507
7/1/2020,3:00:00,0.072019,18.1,250.7,2.9,4.2,1.15946,16.7225,18.50031,49.04433,6.2,1.19096
7/1/2020,4:00:00,0.072019,12.7,210.9,1.8,2.9,1.68949,22.84103,25.43156,41.46067,7.5,1.85261
7/1/2020,5:00:00,0.063377,16.3,199.2,2.1,4.1,2.31891,27.43113,30.98674,40.26325,9.4,1.91877
7/1/2020,6:00:00,0.057615,15.4,203.3,2.2,4.5,2.4183,26.97295,30.68095,40.01379,8.8,1.19096
7/1/2020,7:00:00,0.095064,18.1,186.3,1.9,3.3,8.04994,48.81497,61.15805,18.31055,11.6,4.36686
7/1/2020,8:00:00,0.190129,16.3,177.4,2.1,3.4,10.5345,46.5853,62.73796,30.48432,8.6,2.11727
7/1/2020,9:00:00,0.193009,15.4,174.4,2.7,3.6,8.21558,35.05526,47.65231,39.76432,8.8,1.78644
7/1/2020,10:00:00,0.15556,16.7,226.7,3.7,6.4,6.55921,33.61972,43.67704,43.60605,9.3,1.32329
7/1/2020,11:00:00,0.187248,20.8,226.4,5.2,8.1,8.31496,38.26657,51.016,40.16346,10.6,1.72028
7/1/2020,12:00:00,0.178606,18.4,228.3,5.8,9.2,10.00446,32.61815,47.9581,44.75357,11.2,1.65411
7/1/2020,13:00:00,0.106587,16.8,229.5,6.9,10.3,5.66478,23.7279,32.41376,52.33723,8.2,1.38946
7/1/2020,14:00:00,0.07778,15.4,232.9,8.5,11.2,5.56539,20.97527,29.50876,53.73422,11.9,1.38946
7/1/2020,15:00:00,0.07778,18.1,224.8,7.6,11.1,4.80347,21.68486,29.05007,50.34153,5.6,1.19096
7/1/2020,16:00:00,0.239101,18.2,218.4,7.6,11.2,5.89667,24.13681,33.17824,49.14411,9.8,1.25713
7/1/2020,17:00:00,0.190129,38.8,224.7,6.7,11.3,6.06231,20.06046,29.35586,49.84261,10.1,1.32329
7/1/2020,18:00:00,0.216056,9,227.6,6.2,11.3,6.82423,23.12228,33.58596,46.40003,13.3,1.32329
7/1/2020,19:00:00,0.120991,2.2,231.3,7,12,3.5115,15.61337,20.9976,52.5368,6.4,1.25713
7/1/2020,20:00:00,0.152679,7.3,239.5,6.9,12.5,3.5115,14.89986,20.28409,53.38498,2.6,0.99247
7/1/2020,21:00:00,0.144037,4.2,248.1,6.9,12.3,2.61706,11.53157,15.54434,57.82541,5.5,1.58795
7/1/2020,22:00:00,0.07778,6.1,249.8,6.5,12.1,1.4576,9.3341,11.56906,58.22455,6.5,1.25713
7/1/2020,23:00:00,0.086422,3.2,254.2,6,11.6,1.42448,7.65209,9.83625,60.5196,7.3,1.38946
7/1/2020,24:00:00,0.092184,16,254.4,4.7,10.7,1.42448,9.33393,11.5181,57.47616,7.5,1.58795
8/1/2020,1:00:00,0.066267,25.8,266.1,6.7,10.3,0.57447,6.5989,7.47973,64.9933,7,1.41151
8/1/2020,2:00:00,0.060506,12.3,269,6.9,9.5,0.39771,3.81003,4.41984,69.38384,9.9,1.23507
8/1/2020,3:00:00,0.054743,19.9,274.9,5.9,8.9,0.59656,6.12303,7.03775,68.00348,8,1.58795
8/1/2020,4:00:00,0.063387,24.4,273.5,4.7,8.2,0.49713,3.98057,4.74283,68.70197,17.5,1.58795
8/1/2020,5:00:00,0.07203,19,266.8,3,7.2,0.89484,9.43954,10.81161,65.05982,15.9,1.65411
8/1/2020,6:00:00,0.080674,16.6,179.3,2.5,5.2,7.65586,30.43666,42.17548,45.10282,12,1.72028
8/1/2020,7:00:00,0.080674,18.3,185.1,2.5,4.4,10.17467,37.59014,53.19108,42.25895,11.1,1.52178
8/1/2020,8:00:00,0.184398,17.8,189.7,2.6,4,5.63418,28.6407,37.27966,54.68218,5.5,1.52178
8/1/2020,9:00:00,0.236259,20.7,184.8,2.7,3.9,11.00323,41.8275,58.69888,43.10712,5.8,1.25712
8/1/2020,10:00:00,0.319814,21.1,192,2.4,5,9.4124,38.29995,52.7321,49.54325,14.2,1.78644
8/1/2020,11:00:00,0.334221,23.6,261.8,3.4,6.6,8.7827,32.89071,46.35733,56.17896,11.3,1.91877
8/1/2020,12:00:00,0.256428,21,272.3,4,7.2,7.88786,33.9568,46.05134,55.53035,13.3,1.8526
8/1/2020,13:00:00,0.342864,25.2,271.5,4.1,7.3,10.00896,33.50938,48.85624,54.73207,13.7,1.78644
8/1/2020,14:00:00,0.342864,24.3,270.1,3.4,7.1,9.24669,31.4653,45.64335,57.72562,14.7,1.72028
8/1/2020,15:00:00,0.35727,24.9,261.6,2.2,6.2,9.51183,36.00558,50.59018,50.34153,10.2,1.91877
8/1/2020,16:00:00,0.360151,27.5,210.3,2.4,4.1,10.70495,45.14076,61.55478,38.46712,13,1.78644
8/1/2020,17:00:00,0.460994,27,221.8,2.3,3.2,19.95164,63.14254,93.73462,18.75958,15.9,2.0511
8/1/2020,18:00:00,0.325577,33.8,217.3,2.2,2.1,30.72287,76.40981,123.51755,6.18667,15.5,2.64658
8/1/2020,19:00:00,0.311171,33.4,236.7,2.3,2.6,27.77321,73.23183,115.81682,4.24086,19.8,3.70521
8/1/2020,20:00:00,0.316934,37.5,238.2,1.8,3.1,28.03835,68.43945,111.43098,4.78968,29.1,3.10973
8/1/2020,21:00:00,0.273715,30.6,223.2,1.4,3,14.84773,60.76879,83.53499,5.08904,19.8,4.10219
8/1/2020,22:00:00,0.348627,27.8,190.1,1.3,2.5,21.77446,59.22562,92.61266,5.43828,24.2,3.57288
8/1/2020,23:00:00,0.267952,3.5,123.6,1.3,2.1,9.21355,57.57617,71.70341,4.19097,2.9,3.17589
8/1/2020,24:00:00,0.267952,29.4,117.1,1.7,2,11.89807,55.70388,73.94733,6.28646,23.6,3.83753
9/1/2020,1:00:00,0.230535,14.6,118.1,4,4.5,2.60836,32.81113,36.81057,41.0449,10.4,2.91123
9/1/2020,2:00:00,0.193073,7.1,109,3.6,4.4,0.57473,12.99928,13.88051,68.85165,6.8,2.02904
9/1/2020,3:00:00,0.210363,5.2,102.9,4,5.1,0.59683,8.37257,9.28769,68.00348,7.4,0.86014
9/1/2020,4:00:00,0.181547,5.2,95.2,4.5,5.8,0.56367,6.9435,7.80779,69.99918,4.3,0.99246
9/1/2020,5:00:00,0.198836,6.1,132.9,3.7,6,2.12206,11.90252,15.15629,60.91874,3.1,0.99246
9/1/2020,6:00:00,0.227653,11.1,174.4,2.9,6.8,1.8568,23.84231,26.68936,43.60605,7.8,1.12479
9/1/2020,7:00:00,0.302577,12.3,204,3.7,8.2,2.98414,40.68912,45.26475,23.34969,12.3,1.25712
9/1/2020,8:00:00,0.32563,15.7,225.1,4.9,8.8,18.46854,57.72071,86.03875,5.93721,16.7,2.64657
9/1/2020,9:00:00,0.391909,16.6,222.3,4.3,7.9,36.67182,65.99059,122.21993,9.28001,11.3,2.24958
9/1/2020,10:00:00,0.340038,9.9,235,3.4,8.5,7.1951,25.04678,36.07912,49.59315,1.7,1.8526
9/1/2020,11:00:00,0.161374,9.8,269.5,4.8,9.1,3.434326,21.195454,26.461346,45.056254,5.6,1.135756
9/1/2020,12:00:00,0.149848,11.9,280.6,5.8,7.7,8.38876,22.09384,34.95643,47.74712,3.8,1.033282
9/1/2020,13:00:00,0.32563,5.6,286,4.7,6.5,9.51611,29.09162,43.68278,42.45852,5.1,1.78644
9/1/2020,14:00:00,0.270878,7.7,285.2,3.5,6,10.11293,27.00278,42.50906,41.9097,4.9,1.32328
9/1/2020,15:00:00,0.302577,10,325.6,2.8,5.6,10.14609,34.35147,49.9086,37.46927,6.9,0.99246
9/1/2020,16:00:00,0.391909,9.6,346.3,2.8,5.2,13.19655,41.46239,61.69682,28.98754,10.6,0.79397
9/1/2020,17:00:00,0.406317,9.6,1.8,3.5,5.2,24.63577,51.12218,88.8965,20.00689,9,1.12479
9/1/2020,18:00:00,0.420726,10.1,8.1,3.7,4.3,23.50843,53.87137,89.91712,21.15442,7.2,0.99246
9/1/2020,19:00:00,0.337157,16.7,6.3,3.6,3.6,11.80395,42.11778,60.21692,33.72733,3.4,1.25712
9/1/2020,20:00:00,0.299695,9.5,1.7,3.7,3.7,5.96829,34.32741,43.47866,43.35658,11.2,1.32328
9/1/2020,21:00:00,0.23918,11,358.6,3.6,3.8,4.60885,20.337,27.4038,56.22885,9.5,0.86014
9/1/2020,22:00:00,0.2046,10.2,345.2,2.3,2.7,1.98943,13.78991,16.84032,63.46326,6,0.72781
9/1/2020,23:00:00,0.178664,6.3,334.1,2.8,2.3,1.29313,8.93792,10.92069,67.30498,5.3,0.59548
9/1/2020,24:00:00,0.178664,4.8,326.6,3,2.4,0.9284,8.78273,10.20626,66.00778,3.8,0.46315
10/1/2020,1:00:00,0.080687,4.1,321.9,3,3.1,0.97275,7.62588,9.11742,68.45251,4.1,0.79391
10/1/2020,2:00:00,0.080687,2,319.5,3.1,2.7,1.14962,7.62686,9.38958,66.7229,6.9,0.88212
10/1/2020,3:00:00,0.077806,4.6,325.2,2.8,2.2,1.49229,15.4704,17.75855,55.231,2.9,1.12471
10/1/2020,4:00:00,0.072042,3.9,317,2.5,1.6,0.82905,9.08796,10.35915,61.46756,3.6,0.79391
10/1/2020,5:00:00,0.066279,6.5,312.4,2.7,1.2,0.99486,8.32342,9.84885,58.97294,3,0.66159
10/1/2020,6:00:00,0.06916,6,304.3,2.6,0.9,2.52031,17.00697,20.8714,50.591,4.4,0.99239
10/1/2020,7:00:00,0.06916,7.6,296.7,2.4,0.6,4.44371,18.65054,25.46412,48.29594,6.9,0.86007
10/1/2020,8:00:00,0.184428,8,289.7,2.4,0.1,10.51235,35.52397,51.64267,31.33249,6.5,0.99239
